time,roll,pitch,yaw
14.120,0.461620,-0.023302,-0.030848
14.140,0.503692,0.012051,-0.042529
14.160,0.497501,-0.036575,-0.040865
14.180,0.463463,-0.020210,-0.037896
14.200,0.484424,-0.039002,-0.028827
14.220,0.508178,-0.027535,-0.039711
14.240,0.502754,-0.047828,-0.027041
14.260,0.509347,-0.033558,-0.025506
14.280,0.542532,-0.062028,-0.028117
14.300,0.532756,-0.050545,-0.031704
14.320,0.513192,-0.017407,-0.047745
14.340,0.538162,-0.029905,-0.035966
14.360,0.524044,-0.020406,-0.039219
14.380,0.490683,-0.030668,-0.018616
14.400,0.505012,-0.023691,-0.026441
14.420,0.546688,-0.011378,-0.028526
14.440,0.550247,-0.030511,-0.030125
14.460,0.583349,-0.076590,-0.019477
14.480,0.612747,-0.034979,-0.022498
14.500,0.590866,-0.077585,-0.021447
14.520,0.629094,-0.047842,-0.023982
14.540,0.623878,-0.042831,-0.032036
14.560,0.618975,-0.048626,-0.015263
14.580,0.635488,-0.020807,-0.020662
14.600,0.657199,-0.046802,-0.038327
14.620,0.602480,-0.020958,-0.024758
14.640,0.612244,0.001194,-0.007052
14.660,0.613110,-0.025140,-0.016693
14.680,0.629730,-0.025652,-0.036170
14.700,0.627071,-0.021213,-0.022711
14.720,0.606514,-0.068295,-0.041767
14.740,0.668579,-0.054484,-0.025388
14.760,0.662804,-0.047338,-0.023230
14.780,0.664973,-0.037196,-0.020981
14.800,0.696779,-0.045672,-0.030337
14.820,0.700231,-0.061119,-0.022819
14.840,0.618609,-0.020001,-0.025637
14.860,0.673179,-0.007244,-0.025104
14.880,0.664504,0.005138,-0.032366
14.900,0.672115,0.012111,-0.022453
14.920,0.648359,-0.030155,-0.018801
14.940,0.707345,-0.025730,-0.035257
14.960,0.675277,-0.060073,-0.037991
14.980,0.651879,-0.087982,-0.006987
15.000,0.660161,-0.095297,-0.032730
15.020,0.650916,-0.070642,-0.027890
15.040,0.706586,-0.039630,-0.023173
15.060,0.712060,-0.085758,-0.033947
15.080,0.742031,-0.019038,-0.035495
15.100,0.748059,-0.057232,-0.025730
15.120,0.665597,-0.556818,-0.033885
15.140,0.772272,-0.073490,-0.021112
15.160,0.767193,-0.066108,-0.037502
15.180,0.760271,-0.050378,-0.041958
15.200,0.748892,-0.059551,-0.032734
15.220,0.771940,-0.081227,-0.033350
15.240,0.749100,-0.083023,-0.033626
15.260,0.757153,-0.153160,-0.017484
15.280,0.749923,-0.108565,-0.037114
15.300,0.786358,-0.081385,-0.026878
15.320,0.763718,-0.084880,-0.023720
15.340,0.728421,-0.070490,-0.029305
15.360,0.772888,-0.090437,-0.030591
15.380,0.808368,-0.079313,-0.026701
15.400,0.810646,-0.056536,-0.029697
15.420,0.803298,-0.038068,-0.024177
15.440,0.829758,-0.078094,-0.038313
15.460,0.856299,-0.085260,-0.026509
15.480,0.859205,-0.096832,-0.019084
15.500,0.814971,-0.148663,-0.007883
15.520,0.836648,-0.096606,-0.051929
15.540,0.849015,-0.127770,-0.030602
15.560,0.829091,-0.094492,-0.025687
15.580,0.820131,-0.114781,-0.010852
15.600,0.828334,-0.096844,-0.037464
15.620,0.815205,-0.086798,-0.014054
15.640,0.847733,-0.069197,-0.024580
15.660,0.869879,-0.073725,-0.049267
15.680,0.850710,-0.095096,-0.030338
15.700,0.853519,-0.088933,-0.035279
15.720,0.861958,-0.097242,-0.021887
15.740,0.890153,-0.143205,-0.043918
15.760,0.934361,-0.142781,-0.037990
15.780,0.926354,-0.126324,-0.029012
15.800,0.928576,-0.148674,-0.012177
15.820,0.919605,-0.094826,-0.028766
15.840,0.903920,-0.105514,-0.035886
15.860,0.919449,-0.100876,-0.024607
15.880,0.897764,-0.091949,-0.029713
15.900,0.886594,-0.087220,-0.042360
15.920,0.869518,-0.090790,-0.040389
15.940,0.886864,-0.096468,-0.044890
15.960,0.854598,-0.132270,-0.021856
15.980,0.896537,-0.098064,-0.042312
16.000,0.892484,-0.131261,-0.026832
16.020,0.892986,-0.151386,-0.024325
16.040,0.903469,-0.134977,-0.043447
16.060,0.023042,0.248889,-0.028602
16.080,1.033995,0.020045,-0.029019
16.100,0.880759,-0.148097,-0.008783
16.120,0.945236,-0.027682,-0.026085
16.140,0.657809,-0.289139,-0.028528
16.160,0.744089,-0.192034,-0.025977
16.180,0.762121,-0.237270,-0.038294
16.200,0.861318,-0.135477,-0.025793
16.220,0.877789,-0.122798,-0.026001
16.240,0.785465,-0.173583,-0.025213
16.260,0.737569,-0.228842,-0.040876
16.280,0.623423,-0.333538,-0.023606
16.300,0.569104,-0.360865,-0.043897
16.320,0.584843,-0.332277,-0.030538
16.340,0.849535,-0.098602,-0.036411
16.360,0.610990,-0.390872,-0.026640
16.380,1.013390,0.104726,-0.009515
16.400,0.633938,-0.283365,-0.037703
16.420,0.871279,-0.044051,-0.018933
16.440,0.645816,-0.294006,-0.026155
16.460,0.767911,-0.219336,-0.030854
16.480,0.905172,-0.038519,-0.024160
16.500,0.661452,-0.219086,-0.024247
16.520,0.862733,0.017132,-0.033925
16.540,0.763794,-0.147824,-0.018514
16.560,0.760818,-0.184500,-0.038509
16.580,0.873257,-0.021819,-0.018338
16.600,0.773487,-0.101445,-0.028489
16.620,0.838128,0.029857,-0.011376
16.640,0.769273,-0.056961,-0.025810
16.660,0.820397,-0.127581,-0.031055
16.680,0.692032,-0.223753,-0.020502
16.700,1.118032,0.219321,-0.052088
16.720,0.547293,-0.322610,-0.028814
16.740,0.799137,-0.125901,-0.025857
16.760,0.782124,-0.083554,-0.057238
16.780,0.751528,-0.129703,-0.028023
16.800,0.983606,0.140656,-0.038071
16.820,0.654033,-0.171103,-0.047887
16.840,0.330768,-0.476483,-0.025322
16.860,0.409028,-0.400917,-0.024221
16.880,0.510319,-0.243648,-0.008330
16.900,0.708919,-0.031068,-0.029782
16.920,0.843584,0.118035,-0.027424
16.940,0.436100,-0.340627,-0.034641
16.960,0.594497,-0.194178,-0.020526
16.980,0.310529,-0.477912,-0.012253
17.000,0.709294,-0.072523,-0.035861
17.020,0.605970,-0.193790,-0.035098
17.040,0.667707,-0.133632,-0.036462
17.060,0.699202,-0.108939,-0.039457
17.080,0.471658,-0.298120,-0.021428
17.100,0.894334,0.192752,-0.026678
17.120,1.149271,0.371688,-0.024653
17.140,0.729329,0.008653,-0.020025
17.160,0.849347,0.155490,-0.031388
17.180,0.858260,0.198768,-0.035024
17.200,0.868765,0.196259,-0.043100
17.220,0.493812,-0.191442,-0.033866
17.240,0.782161,0.135334,-0.043082
17.260,0.751844,0.063614,-0.022040
17.280,0.616448,-0.041415,-0.022348
17.300,0.270059,-0.435113,-0.018068
17.320,0.476459,-0.174681,-0.012329
17.340,0.586201,-0.043891,-0.004979
17.360,0.175822,-0.441805,-0.042841
17.380,0.608504,-0.014628,-0.021628
17.400,0.691670,0.058894,-0.029554
17.420,0.545196,-0.023528,-0.036844
17.440,0.842805,0.308756,-0.025953
17.460,0.541483,0.014851,-0.026620
17.480,0.671786,0.157324,-0.029087
17.500,0.392341,-0.139374,-0.034123
17.520,0.087873,-0.372702,-0.030964
17.540,0.351264,-0.176781,-0.034110
17.560,0.723950,0.229569,-0.041506
17.580,0.460877,0.017158,-0.021581
17.600,0.395611,-0.097471,-0.006624
17.620,0.324946,-0.125440,-0.021829
17.640,0.322872,-0.166645,-0.012327
17.660,0.577185,0.097292,-0.033577
17.680,0.498823,0.108507,-0.011188
17.700,0.448574,0.006158,-0.023115
17.720,0.340318,-0.142690,-0.034409
17.740,0.084753,-0.376126,-0.039243
17.760,0.365133,0.045968,-0.025912
17.780,0.248818,-0.137700,-0.040295
17.800,0.439414,0.101091,-0.017430
17.820,0.473057,0.154491,-0.023730
17.840,0.286273,-0.067146,-0.011633
17.860,0.474933,0.086386,-0.048686
17.880,0.306974,0.014715,-0.027365
17.900,0.522210,0.221273,-0.031036
17.920,0.422248,0.134409,-0.001603
17.940,0.551893,0.232238,-0.028974
17.960,-0.006311,-0.297723,-0.036968
17.980,0.131010,-0.154626,-0.024029
18.000,0.078193,-0.207635,-0.024034
18.020,0.476633,0.134332,-0.034170
18.040,0.233519,0.002437,-0.028784
18.060,-0.118431,-0.357465,-0.033346
18.080,0.592913,0.376033,-0.013081
18.100,0.160816,-0.052184,-0.024762
18.120,0.139503,-0.071746,-0.033224
18.140,0.373946,0.165181,-0.020161
18.160,0.195474,0.075231,-0.005294
18.180,0.167758,0.073985,-0.000883
18.200,0.289856,0.167484,-0.014643
18.220,0.106333,-0.048651,-0.019850
18.240,0.078468,-0.054451,-0.023949
18.260,0.228607,0.093941,-0.025759
18.280,0.047537,-0.109618,-0.016344
18.300,0.008054,-0.125193,-0.019540
18.320,-0.014820,-0.197070,-0.023536
18.340,0.031318,-0.055885,-0.012217
18.360,0.182420,0.092850,-0.020657
18.380,0.109087,0.052200,-0.021751
18.400,0.189117,0.147823,-0.026540
18.420,-0.001202,0.022965,-0.028095
18.440,-0.029544,-0.082676,-0.000865
18.460,-0.000469,-0.000919,-0.016641
18.480,0.056317,-0.003559,-0.016855
18.500,0.088024,-0.007327,-0.018639
18.520,0.034483,0.036869,-0.009855
18.540,0.104711,0.013562,-0.016810
18.560,0.068644,-0.004035,-0.013835
18.580,0.057677,0.047597,-0.022213
18.600,0.058195,0.034125,-0.010183
18.620,0.088878,0.034275,-0.024020
18.640,0.086708,0.050444,-0.006188
18.660,0.073412,0.057563,-0.031928
18.680,0.029925,0.062621,-0.019584
18.700,0.036770,0.041219,-0.014159
18.720,-0.005845,0.071791,-0.028015
18.740,0.021361,0.033935,-0.030728
18.760,0.010788,0.026066,0.008158
18.780,-0.042142,-0.029972,-0.021897
18.800,0.744151,-0.768583,-0.018457
18.820,-0.036898,0.009535,-0.025657
18.840,-0.005178,0.077659,-0.015697
18.860,-0.008966,0.061973,-0.013689
18.880,-0.009980,0.033937,-0.008165
18.900,0.039247,0.047134,-0.010076
18.920,0.006447,0.054797,-0.031505
18.940,0.000664,0.077634,-0.020180
18.960,0.019869,0.038878,0.001231
18.980,-0.036428,0.012819,-0.014975
19.000,-0.004740,0.027590,-0.020397
19.020,0.013438,-0.005141,-0.023221
19.040,-0.007642,0.010856,-0.001368
19.060,0.022415,0.022484,-0.023641
19.080,-0.000098,0.028425,-0.006231
19.100,0.016089,0.056864,-0.020020
19.120,-0.039670,0.075948,0.000644
19.140,0.030040,0.062941,-0.021827
19.160,0.006154,0.073982,0.002223
19.180,-0.001388,0.052588,-0.008363
19.200,0.064545,0.070689,-0.017024
19.220,0.035594,0.026469,-0.026227
19.240,0.076269,0.017230,-0.020160
19.260,0.040865,0.018773,-0.004356
19.280,0.018165,0.011673,-0.013955
19.300,0.050880,-0.005979,-0.012768
19.320,-0.005705,0.039988,-0.019360
19.340,0.023786,0.021099,-0.012689
19.360,0.006800,0.071179,-0.022019
19.380,-0.014074,0.031251,-0.029575
19.400,0.002115,0.042792,-0.018045
19.420,-0.011367,0.066953,0.001262
19.440,0.019515,0.060191,-0.019795
19.460,0.004672,0.036695,0.010109
19.480,-0.036813,0.027862,-0.021817
19.500,0.032354,-0.012484,-0.019635
19.520,0.028820,-0.012793,0.005975
19.540,0.017191,-0.026296,-0.017717
19.560,0.062458,0.028802,-0.010090
19.580,0.033452,0.011111,-0.008972
19.600,0.017946,0.008544,-0.003469
19.620,0.019881,-0.013181,-0.028273
19.640,0.012097,0.020855,-0.008662
19.660,0.012203,0.017711,-0.008279
19.680,-0.024539,0.014393,-0.021849
19.700,0.013388,0.019722,-0.000823
19.720,-0.008837,0.034802,-0.024128
19.740,0.028724,-0.010684,-0.006165
19.760,-0.000146,-0.006563,-0.018896
19.780,0.011612,0.030693,-0.015407
19.800,0.054929,-0.006551,-0.015439
19.820,0.008661,-0.002481,-0.012025
19.840,0.060088,-0.018118,-0.002734
19.860,0.054579,-0.025124,-0.016081
19.880,0.043146,0.022593,-0.011447
19.900,0.005996,0.011988,-0.012958
19.920,0.050144,0.023218,-0.019809
19.940,-0.006728,0.055646,-0.008723
19.960,-0.006514,0.013284,-0.004478
19.980,0.003772,0.009764,0.005279
20.000,0.006595,0.000686,-0.009855
20.020,0.009674,0.003984,-0.009022
20.040,-0.000829,-0.007576,-0.008429
20.060,-0.007315,0.008345,-0.010837
20.080,-0.007196,-0.010449,-0.018639
20.100,-0.029126,0.017588,0.015673
20.120,0.022261,0.001230,-0.015128
20.140,0.017793,0.071437,-0.005273
20.160,-0.258075,-0.205098,-0.019913
20.180,0.121186,0.138490,-0.004666
20.200,-0.001159,0.003826,-0.003446
20.220,-0.068799,-0.071589,-0.010197
20.240,-0.104197,-0.086718,0.002130
20.260,-0.201471,-0.147150,-0.014438
20.280,-0.315162,-0.292392,-0.018643
20.300,-0.204022,-0.163013,-0.014421
20.320,-0.118329,-0.106284,0.000200
20.340,-0.085967,-0.023767,-0.004437
20.360,-0.105938,-0.009008,0.005575
20.380,0.129430,0.240754,0.002172
20.400,0.084154,0.170630,-0.007462
20.420,0.010938,0.073779,-0.006569
20.440,0.100299,0.154877,-0.022262
20.460,-0.085376,0.000298,-0.014077
20.480,-0.040713,0.000104,-0.012550
20.500,0.049546,0.124008,-0.009831
20.520,0.001343,0.113595,-0.016841
20.540,-0.066132,-0.065443,-0.004878
20.560,0.101562,0.122322,-0.034979
20.580,-0.242865,-0.183214,-0.013700
20.600,-0.214822,-0.102601,-0.008968
20.620,-0.295849,-0.205667,-0.007142
20.640,-0.110350,0.045174,-0.006519
20.660,-0.074400,0.044218,-0.002902
20.680,0.004713,0.172295,-0.020556
20.700,-0.179327,-0.046790,-0.001615
20.720,-0.272690,-0.147731,0.012183
20.740,-0.001062,0.140628,0.001303
20.760,-0.095656,0.036472,0.006956
20.780,-0.190901,-0.087236,-0.000353
20.800,0.164556,0.175715,0.000263
20.820,0.103587,0.202950,0.007010
20.840,0.171387,0.286683,-0.000438
20.860,-0.219391,-0.064868,0.011236
20.880,-0.177757,-0.047235,-0.006352
20.900,0.245042,0.375658,-0.013426
20.920,-0.193984,0.040020,0.027763
20.940,0.004530,0.196357,0.000421
20.960,-0.325903,-0.148702,-0.009762
20.980,-0.388364,-0.228079,-0.001865
21.000,-0.194886,-0.053080,0.031505
21.020,-0.194332,-0.007136,-0.009223
21.040,0.045496,0.220479,0.013023
21.060,-0.063794,0.044107,-0.001751
21.080,-0.078666,0.065179,0.011161
21.100,-0.140186,0.002066,0.001847
21.120,-0.000231,0.112640,0.006957
21.140,-0.140686,0.003354,0.008434
21.160,-0.050940,0.105041,-0.009210
21.180,-0.017968,0.141502,-0.001517
21.200,-0.383047,-0.211674,-0.008875
21.220,0.062228,0.239241,0.000647
21.240,-0.258279,-0.077790,0.008719
21.260,-0.299224,-0.125936,0.009383
21.280,-0.035294,0.143950,-0.002598
21.300,-0.125476,0.032385,-0.014027
21.320,0.013684,0.200709,-0.009704
21.340,-0.303716,-0.175384,-0.002536
21.360,-0.283086,-0.082000,0.015815
21.380,-0.196651,-0.081981,0.012870
21.400,-0.038575,0.117372,0.017098
21.420,-0.041784,0.150648,0.006090
21.440,0.099182,0.269207,0.015974
21.460,0.096181,0.265221,0.012694
21.480,-0.010497,0.135743,0.018176
21.500,-0.177672,-0.038277,-0.008800
21.520,-0.144045,0.013865,0.003208
21.540,0.156067,0.371671,0.008895
21.560,-0.080956,0.008870,-0.006142
21.580,-0.323860,-0.193341,-0.002065
21.600,-0.181896,0.026612,-0.004718
21.620,-0.178434,-0.013875,0.013156
21.640,-0.306575,-0.128330,0.017506
21.660,0.080299,0.270322,0.011190
21.680,-0.118093,0.055209,0.012728
21.700,-0.173687,-0.025823,0.022358
21.720,-0.231343,-0.463156,0.008202
21.740,-0.208232,-0.103508,0.008291
21.760,0.099480,0.215682,-0.000050
21.780,-0.148374,-0.067977,0.018843
21.800,-0.177068,-0.118759,0.015390
21.820,0.048154,0.090826,0.018048
21.840,-0.114559,0.013765,0.002007
21.860,-0.043224,0.046242,0.021580
21.880,-0.283444,-0.137657,0.020032
21.900,-0.110184,-0.003165,0.006691
21.920,-0.252987,-0.110890,0.019291
21.940,-0.182620,-0.060656,0.004922
21.960,-0.236038,-0.086273,0.011820
21.980,0.273414,0.397435,0.019848
22.000,-0.284520,-0.179017,-0.001184
22.020,0.054567,0.097587,0.000355
22.040,0.310464,0.351687,0.026964
22.060,-0.113780,-0.063477,-0.007382
22.080,-0.362992,-0.321503,0.008767
22.100,-0.086170,0.026088,0.015439
22.120,-0.352758,-0.309728,0.016277
22.140,0.166017,0.235633,0.023072
22.160,-0.212575,-0.124749,-0.008987
22.180,-0.076922,-0.026982,0.012562
22.200,-0.262390,-0.134715,0.007517
22.220,-0.114529,-0.048400,0.004348
22.240,0.226146,0.325407,0.005680
22.260,0.038329,0.105855,0.008152
22.280,-0.306848,-0.302685,0.010243
22.300,0.202674,0.221229,0.000525
22.320,-0.048791,0.014247,-0.007889
22.340,-0.065324,-0.070378,0.001877
22.360,0.017024,-0.003215,0.010865
22.380,-0.127000,-0.102187,0.014885
22.400,0.083844,0.076713,0.006481
22.420,-0.169577,-0.186555,0.027022
22.440,0.115173,0.185155,0.006486
22.460,0.116335,0.103034,0.005235
22.480,-0.021384,0.010579,0.023902
22.500,-0.218991,-0.168690,0.006126
22.520,0.005536,0.007593,0.023622
22.540,-0.000004,-0.026054,0.015035
22.560,0.080530,0.038139,0.019054
22.580,-0.274327,-0.291305,0.028117
22.600,-0.022656,-0.060240,-0.001715
22.620,-0.042047,-0.049223,0.011071
22.640,0.314285,0.326309,0.008097
22.660,0.102631,0.042933,0.014656
22.680,0.009995,0.006039,0.022429
22.700,-0.032526,-0.072291,0.009440
22.720,0.059427,0.007841,-0.001823
22.740,-0.304030,-0.383244,0.007965
22.760,0.016545,-0.031516,0.017867
22.780,-0.279377,-0.345641,0.025181
22.800,0.192250,0.137029,0.032896
22.820,-0.155945,-0.177234,0.021473
22.840,-0.415874,-0.459152,0.018018
22.860,-0.201476,-0.241544,0.015030
22.880,0.134060,0.124228,0.022305
22.900,-0.107457,-0.112031,0.009653
22.920,0.038072,0.041208,0.018451
22.940,-0.303714,-0.387733,0.002124
22.960,0.149902,0.124643,0.019085
22.980,0.178454,0.109487,0.025030
23.000,-0.026031,-0.098068,0.015800
23.020,0.259252,0.216733,0.023748
23.040,-0.115872,-0.181227,0.032818
23.060,-0.071130,-0.142581,0.002921
23.080,0.026253,-0.107147,0.008994
23.100,-0.027356,-0.080444,0.021531
23.120,-0.101411,-0.131888,0.003575
23.140,-0.229855,-0.275038,0.022705
23.160,-0.199533,-0.268407,0.010730
23.180,0.072669,0.084149,0.025147
23.200,0.176624,0.159060,0.004067
23.220,0.061392,0.073929,0.007188
23.240,-0.179404,-0.201298,0.025521
23.260,-0.016594,-0.063891,0.018659
23.280,-0.012716,-0.088350,0.010190
23.300,-0.126342,-0.189467,0.018663
23.320,-0.513721,-0.612715,0.018873
23.340,-0.364502,-0.425447,0.026728
23.360,-0.022055,-0.126324,0.011483
23.380,-0.376638,-0.414125,0.035012
23.400,-0.285524,-0.289854,0.018547
23.420,-0.045903,-0.048764,0.039045
23.440,-0.273396,-0.273529,0.027428
23.460,-0.368085,-0.383191,0.022963
23.480,-0.075735,-0.078236,0.018477
23.500,0.358974,0.341921,0.023986
23.520,0.093257,0.036848,0.023507
23.540,0.155937,0.075809,0.000999
23.560,0.039163,-0.038705,0.010146
23.580,-0.177105,-0.261042,0.035838
23.600,-0.312542,-0.397568,0.022544
23.620,0.197295,0.075584,0.003337
23.640,0.050390,0.005271,0.029481
23.660,0.241036,0.184424,0.009129
23.680,-0.359883,-0.390811,0.031623
23.700,-0.079678,-0.124456,0.024842
23.720,-0.129090,-0.197337,0.032438
23.740,-0.319647,-0.299692,0.039240
23.760,-0.425638,-0.487866,0.023196
23.780,0.075378,0.018303,0.014990
23.800,0.137324,0.078066,0.035615
23.820,-0.337803,-0.386319,0.029358
23.840,-0.396147,-0.428377,0.016454
23.860,-0.392180,-0.491550,0.014506
23.880,-0.064234,-0.113278,0.026035
23.900,-0.240652,-0.294912,0.019712
23.920,-0.087772,-0.123044,0.045517
23.940,-0.423600,-0.468626,0.013207
23.960,-0.524524,-0.599402,0.019050
23.980,-0.165164,-0.221930,0.034068
24.000,0.037560,-0.034540,0.013663
24.020,0.050902,-0.093860,0.025294
24.040,0.035412,-0.013631,0.032513
24.060,-0.029992,-0.076569,0.012703
24.080,-0.275758,-0.298324,0.020939
24.100,-0.196250,-0.218888,0.023976
24.120,-0.179494,-0.179703,0.016316
24.140,0.262845,0.211821,0.038223
24.160,-0.112800,-0.078021,0.017588
24.180,0.117468,0.074740,0.030255
24.200,-0.021067,-0.087739,0.032702
24.220,-0.041901,-0.101530,0.029016
24.240,-0.112970,-0.209607,0.012356
24.260,-0.125075,-0.187481,0.029718
24.280,-0.228955,-0.334619,0.017167
24.300,0.211430,0.040371,0.021436
24.320,0.097406,-0.019124,0.020465
24.340,0.165005,0.122391,0.023234
24.360,-0.189149,-0.322216,0.043898
24.380,-0.197503,-0.252277,0.030511
24.400,-0.275293,-0.335790,0.032623
24.420,0.032792,0.030481,0.038523
24.440,-0.140093,-0.196112,0.041469
24.460,0.019418,-0.032492,0.028369
24.480,0.100115,-0.003581,0.016269
24.500,0.318495,0.256404,0.022557
24.520,-0.135789,-0.269374,0.019614
24.540,-0.190025,-0.280622,0.034903
24.560,0.434651,0.246142,0.036151
24.580,-0.036298,-0.243356,0.029116
24.600,0.081920,-0.021721,0.014283
24.620,0.129210,0.018487,0.030595
24.640,0.075618,-0.035088,0.029448
24.660,0.265422,0.149826,0.000641
24.680,-0.122373,-0.210802,0.030514
24.700,0.138264,0.064472,0.023763
24.720,0.223991,0.118755,0.034975
24.740,0.069898,-0.044088,0.035425
24.760,0.076234,-0.063888,0.022681
24.780,0.220323,0.078477,0.025883
24.800,-0.201430,-0.362365,0.022683
24.820,0.164910,0.025882,0.022066
24.840,0.194747,0.032353,0.031697
24.860,0.143069,-0.020517,0.048539
24.880,0.073379,-0.121905,0.039723
24.900,0.282703,0.123360,0.043386
24.920,0.010574,-0.109412,0.037778
24.940,0.151765,0.017904,0.030652
24.960,0.178317,0.066783,0.024778
24.980,0.243026,0.124140,0.019517
25.000,0.274017,0.167095,0.040550
25.020,0.114914,0.006765,0.020901
25.040,0.114748,-0.008374,0.021972
25.060,0.124685,-0.054390,0.027958
25.080,0.161039,0.009839,0.038358
25.100,0.058698,-0.073769,0.021724
25.120,0.344834,0.212181,0.036393
25.140,-0.081722,-0.206267,0.012380
25.160,0.168401,0.068379,0.034029
25.180,0.330826,0.176251,0.008925
25.200,0.202383,0.054507,0.013155
25.220,0.176407,0.010649,0.029826
25.240,0.024006,-0.063782,0.023482
25.260,0.107244,-0.084883,0.030953
25.280,0.078705,-0.055691,0.034228
25.300,0.118955,-0.043775,0.037243
25.320,0.060520,-0.081688,0.012855
25.340,0.106528,-0.067358,0.031906
25.360,0.123791,-0.068070,0.030091
25.380,0.133434,-0.085211,0.033864
25.400,0.102312,-0.092168,0.033728
25.420,0.126159,-0.050768,0.016477
25.440,0.145318,-0.019636,0.020560
25.460,0.168893,-0.026477,0.019038
25.480,0.143808,-0.065145,0.041758
25.500,0.236534,-0.069906,0.034062
25.520,0.194020,-0.085345,0.033741
25.540,0.207762,-0.096128,0.033188
25.560,0.242285,-0.064453,0.039355
25.580,0.211470,-0.054599,0.025406
25.600,0.219672,-0.100207,0.023543
25.620,0.209551,-0.116720,0.046098
25.640,0.234251,-0.038588,0.026864
25.660,0.211795,-0.052548,0.032513
25.680,0.205884,-0.041463,0.044755
25.700,0.255894,-0.052147,0.018308
25.720,0.219783,-0.012621,0.007253
25.740,0.225019,-0.070681,0.037576
25.760,0.311995,-0.092552,0.028484
25.780,0.237380,-0.085618,0.014965
25.800,0.267845,-0.138850,0.026423
25.820,0.303452,-0.110771,0.037664
25.840,0.316472,-0.125356,0.024201
25.860,0.307647,-0.130610,0.027363
25.880,0.288255,-0.145610,0.043269
25.900,0.349095,-0.068996,0.031590
25.920,0.310959,-0.045467,0.037480
25.940,0.321113,-0.073776,0.046709
25.960,0.313687,-0.069314,0.019567
25.980,0.302812,-0.067689,0.055334
26.000,0.282567,-0.044655,0.029069
26.020,0.296071,-0.066235,0.032734
26.040,0.317114,-0.060608,0.046706
26.060,0.374006,-0.080140,0.015441
26.080,0.360305,-0.117107,0.017675
26.100,0.321034,-0.062674,0.017955
26.120,0.402172,-0.095995,0.041540
26.140,0.396877,-0.068131,0.027547
26.160,0.403247,-0.102284,0.045925
26.180,0.382694,-0.042613,0.041751
26.200,0.422118,-0.047599,0.033565
26.220,0.432707,-0.050212,0.009373
26.240,0.382705,-0.079404,0.045869
26.260,0.404919,-0.086339,0.030535
26.280,0.395823,-0.074271,0.042424
26.300,0.405222,-0.089976,0.024951
26.320,0.435159,-0.153257,0.053066
26.340,0.420456,-0.120620,0.047787
26.360,0.419187,-0.089649,0.033647
26.380,0.443412,-0.113173,0.028038
26.400,0.456935,-0.060898,0.040540
26.420,0.465631,-0.069700,0.021988
26.440,0.463153,-0.092628,0.028559
26.460,0.497647,-0.062504,0.024706
26.480,0.503121,-0.045719,0.021937
26.500,0.508767,-0.075257,0.014908
26.520,0.538833,-0.095054,0.058100
26.540,0.506290,-0.069007,0.041595
26.560,0.516487,-0.114868,0.034468
26.580,0.530369,-0.132000,0.020525
26.600,0.520854,-0.130589,0.043883
26.620,0.516183,-0.107848,0.037593
26.640,0.544127,-0.068194,0.028151
26.660,0.516405,-0.102644,0.032962
26.680,0.521094,-0.094932,0.045474
26.700,0.603356,-0.070603,0.021905
26.720,0.538825,-0.065610,0.027696
26.740,0.612082,-0.076342,0.022135
26.760,0.612161,-0.107373,0.037666
26.780,0.626236,-0.100583,0.033320
26.800,0.616517,-0.099128,0.017953
26.820,0.622216,-0.112620,0.043529
26.840,0.607577,-0.117212,0.019452
26.860,0.633687,-0.104430,0.034565
26.880,0.635574,-0.051782,0.027105
26.900,0.645514,-0.067594,0.045169
26.920,0.621874,-0.053912,0.028593
26.940,0.682955,-0.051522,0.018555
26.960,0.691855,-0.064752,0.029177
26.980,0.655555,-0.097506,0.032629
27.000,0.731404,-0.074065,0.027926
27.020,0.692642,-0.080797,0.031200
27.040,0.779178,-0.061303,0.030051
27.060,0.780205,-0.115942,0.042046
27.080,0.765525,-0.059228,0.014472
27.100,0.775062,-0.115257,0.049054
27.120,0.743266,-0.102429,0.032041
27.140,0.770674,-0.074551,0.043324
27.160,0.773542,-0.078535,0.038603
27.180,0.760087,-0.044071,0.017198
27.200,0.767076,-0.064325,0.023544
27.220,0.772979,-0.068936,0.023816
27.240,0.778462,-0.086021,0.023364
27.260,0.811290,-0.079149,0.029821
27.280,0.847329,-0.062545,0.025758
27.300,0.855628,-0.086727,0.032962
27.320,0.823376,-0.099768,0.020915
27.340,0.867189,-0.085986,0.016405
27.360,0.893117,-0.089930,0.033318
27.380,0.918027,-0.048682,0.045280
27.400,0.916275,-0.067202,0.034653
27.420,0.943461,0.004760,0.026296
27.440,0.916430,-0.008003,0.034294
27.460,0.927165,-0.023634,0.029439
27.480,0.927707,-0.013739,0.017104
27.500,0.938517,-0.037738,0.035676
27.520,0.911867,-0.035445,0.018301
27.540,0.968599,-0.050469,0.024671
27.560,0.961847,-0.050754,0.032133
27.580,0.989581,-0.024901,0.018026
27.600,0.980717,-0.039237,0.044941
27.620,0.977106,-0.013990,0.015339
27.640,1.029870,0.001950,0.024788
27.660,0.997590,-0.025870,0.023994
27.680,1.066295,0.018814,0.000750
27.700,1.077476,-0.005102,0.031987
27.720,1.057114,-0.010697,0.042987
27.740,1.088359,-0.010878,0.024005
27.760,1.060889,0.012765,0.026536
27.780,1.085292,0.000017,0.037759
